functional,E_a_Ry,E_b_Ry,E_c_Ry,E_d_Ry,dE1_eV,dE2_eV,dE1_kJmol,dE1_minus_exp_kJmol
vdW-DF2,-2833.91907737,-2938.13194179,-2938.08695293,-104.16407714,-0.6638,-0.6121,-64.0,6.0
